Id	biome	traj1	traj2	sp_ives	sp	local_orgmenos1	long	lat	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	AET	NPP	CHMmais2	Centroid Size	Log Centroid Size	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46
69	AF	cladetwo	0	Sapajus_nigritus_25	Sapajus_nigritus	68	-40.45	-19.633	1.385606274	1.991226076	1.806179974	3.223755454	2.503790683	2.222716471	2.181843588	2.409933123	2.344392274	2.423245874	2.344392274	3.067814511	2.292256071	1.505149978	1.755874856	2.737192643	2.086359831	2.559906625	2.086359831	1.962853091	-0.070070434	0.301029996	12.05499917	2.489468921	-0.371913828	-0.08554965	-0.204661336	0.163814621	0.023214158	0.085016413	-0.048554607	-0.103585598	-0.043090056	-0.004554749	0.06603832	-0.009352011	0.162829033	-0.021807025	0.198306681	-0.033834389	0.213112199	-0.048488357	0.240353619	-0.118731567	0.172291125	0.016673497	0.145213447	0.018132476	0.111850585	0.024003588	0.076366326	0.028274493	0.027712566	0.026958187	-0.012002671	0.022584345	-0.016876691	-0.002711107	0.023561675	-0.004939012	0.09962856	-0.010849615	0.13020539	-0.019293371	-0.07183604	0.181507702	-0.477895558	-0.079247897	-0.443852896	-0.024020973
70	AF	cladetwo	0	Sapajus_nigritus_26	Sapajus_nigritus	69	-40.617	-19.533	1.390935107	2.017033339	1.819543936	3.216165902	2.509202522	2.220108088	2.195899652	2.413299764	2.350248018	2.426511261	2.350248018	3.064457989	2.29666519	1.447158031	1.785329835	2.747411808	2.017033339	2.5774918	2.017033339	1.923873244	-0.070070434	1.146128036	11.45235645	2.433622803	-0.371452581	-0.081786927	-0.203921469	0.147975815	0.030826248	0.081397676	-0.050722327	-0.100783388	-0.05092226	-0.006489153	0.061516404	-0.006892065	0.168679829	-0.020300373	0.205304396	-0.032199636	0.221348272	-0.046029001	0.253775416	-0.117850843	0.176819313	0.017381173	0.146198563	0.018067542	0.108901646	0.026453072	0.07069445	0.029567914	0.021424414	0.027838597	-0.019854355	0.018842608	-0.024105011	-0.003258499	0.016150801	-0.005404693	0.095944121	-0.012890993	0.12954302	-0.018684923	-0.069230954	0.176839811	-0.478336087	-0.07571443	-0.438581846	-0.016079284
71	AF	cladetwo	0	Sapajus_robustus_1	Sapajus_robustus	70	-43	-19.75	1.322219295	2.068185862	1.792391689	3.319730494	2.46834733	2.033423755	2.269512944	2.357934847	2.255272505	2.369215857	2.255272505	3.122870923	2.423245874	1.041392685	1.913813852	2.865103975	1.579783597	2.726727209	1.579783597	1.897126521	-0.017728776	1.322219295	10.84459642	2.38366693	-0.363335622	-0.084881261	-0.195547102	0.149077097	0.018998962	0.077228119	-0.034528243	-0.108350084	-0.043452621	-6.45E-04	0.059538171	-0.006698675	0.161412071	-0.023407329	0.203413784	-0.034026641	0.226154685	-0.051808531	0.253575371	-0.124792129	0.173319429	0.016347835	0.141384595	0.019207432	0.106406278	0.025686768	0.070078	0.031303015	0.022490677	0.029593506	-0.014415832	0.028989466	-0.022983829	2.83E-04	0.015729259	0.002615628	0.093707794	-0.009166634	0.128238759	-0.015635455	-0.067521515	0.173167043	-0.490260629	-0.077005798	-0.442402444	-0.017081535
72	AF	cladetwo	0	Sapajus_robustus_2	Sapajus_robustus	71	-40.667	-19.45	1.383815366	2.029383778	1.819543936	3.204662512	2.506505032	2.204119983	2.206825876	2.40654018	2.344392274	2.419955748	2.344392274	3.070037867	2.303196057	1.414973348	1.799340549	2.758154622	1.986771734	2.59439255	1.986771734	1.943265438	-0.070070434	1.176091259	10.35407191	2.337379863	-0.371589744	-0.086627972	-0.19342977	0.148922268	0.021323376	0.076137952	-0.04431999	-0.105731794	-0.046569933	-0.001821702	0.065860362	0.001423555	0.163185946	-0.028303839	0.200038933	-0.037744478	0.209807006	-0.047172414	0.247448479	-0.120678466	0.178213901	0.008432756	0.144114066	0.02177425	0.109285586	0.028201238	0.074485206	0.030424596	0.027651779	0.029227427	-0.011156211	0.024386542	-0.019051345	0.002321466	0.021119383	0.002346161	0.098668172	-0.001993394	0.130532369	-0.009976762	-0.069673943	0.162208334	-0.490545253	-0.080788721	-0.445398375	-0.014967005
73	AF	cladetwo	0	Sapajus_robustus_3	Sapajus_robustus	72	-41.15	-19.317	1.382017043	2.068185862	1.819543936	3.228400359	2.5132176	2.173186268	2.247973266	2.408239965	2.344392274	2.416640507	2.338456494	3.068185862	2.318063335	1.322219295	1.851258349	2.781036939	1.838849091	2.62838893	1.924279286	1.899915104	-0.046240314	1.301029996	11.08938202	2.405053386	-0.362167286	-0.086998552	-0.189627418	0.15325975	0.026083421	0.08050479	-0.055891599	-0.103484666	-0.051000148	-0.007357251	0.060640947	-0.002452236	0.165480091	-0.02161461	0.209256511	-0.035369224	0.2246491	-0.049605156	0.252890522	-0.122453811	0.176698476	0.015517804	0.143567248	0.021742265	0.107333646	0.028434531	0.069780956	0.032508463	0.019850345	0.030013588	-0.021275388	0.019669262	-0.026169048	-0.002688791	0.015701803	8.09E-04	0.095968242	-0.007989739	0.12912269	-0.016096017	-0.063837594	0.170223884	-0.48687558	-0.079465246	-0.440179939	-0.017108525
74	AF	cladetwo	0	Sapajus_robustus_4	Sapajus_robustus	73	-40.1	-19.2	1.380211242	1.973127854	1.806179974	3.202760687	2.495544338	2.222716471	2.164352856	2.403120521	2.344392274	2.416640507	2.340444115	3.080265627	2.264817823	1.568201724	1.698970004	2.722633923	2.149219113	2.562292864	2.152288344	1.962873446	-0.070070434	1.146128036	11.15923574	2.411233293	-0.36800407	-0.084824801	-0.185174931	0.14825082	0.026648274	0.077269973	-0.05720598	-0.10372156	-0.051444772	-0.006717547	0.060054079	3.59E-04	0.168152517	-0.02120042	0.21026908	-0.03350916	0.225230233	-0.046447978	0.25647501	-0.119873322	0.180736363	0.010886367	0.143792549	0.0199184	0.105849504	0.026494512	0.067189867	0.031827238	0.018169404	0.030341893	-0.025241419	0.019518409	-0.027792719	-6.04E-04	0.013592751	0.002806628	0.096355259	-0.005713339	0.131226197	-0.013960527	-0.062551629	0.163691517	-0.486726998	-0.078120462	-0.439598572	-0.016671914
75	AF	cladetwo	0	Sapajus_robustus_5	Sapajus_robustus	74	-41.5	-17.85	1.36361198	2.071882007	1.819543936	3.205204364	2.503790683	2.152288344	2.247973266	2.390935107	2.322219295	2.396199347	2.320146286	3.034628457	2.298853076	1.322219295	1.84509804	2.741939078	1.851258349	2.575187845	1.903089987	1.881717254	-0.14935377	1.176091259	11.56723046	2.445176721	-0.37421785	-0.084440422	-0.191977089	0.151539261	0.025057733	0.082915646	-0.05361424	-0.102195848	-0.049793414	-0.011128828	0.063506763	-0.001189182	0.166417067	-0.022057325	0.20690588	-0.034337094	0.22067685	-0.051061808	0.242656351	-0.117398818	0.179384823	0.013748895	0.144734872	0.020339267	0.108384545	0.026859284	0.070808727	0.030513982	0.022544354	0.027960745	-0.01840315	0.019930049	-0.022553785	-0.002117945	0.018371762	-0.001494156	0.098512452	-0.005614097	0.133153628	-0.012834041	-0.066740931	0.170018753	-0.480519152	-0.078008031	-0.443296195	-0.019948286
76	AF	cladetwo	0	Sapajus_robustus_6	Sapajus_robustus	75	-40.483	-17.783	1.383815366	2.008600172	1.832508913	3.184407485	2.498310554	2.220108088	2.173186268	2.404833717	2.342422681	2.414973348	2.342422681	2.999565488	2.225309282	1.51851394	1.698970004	2.627365857	2.08278537	2.472756449	2.08278537	1.909094748	-0.221848732	1.176091259	11.5193085	2.444024627	-0.373077419	-0.082155589	-0.195600579	0.135521571	0.017771912	0.077433791	-0.061067878	-0.10390293	-0.047802228	7.31E-04	0.060981137	-9.42E-04	0.167051104	-0.022204756	0.205582934	-0.035109168	0.225548347	-0.05246126	0.260114723	-0.125518541	0.178120843	0.010949792	0.144868222	0.018242147	0.109150161	0.027292831	0.074252223	0.035896964	0.025118632	0.030724821	-0.017692108	0.027013583	-0.023807261	0.005015542	0.018908902	0.005791061	0.096800121	-0.00665212	0.12964286	-0.01394094	-0.074326983	0.158564189	-0.478767437	-0.074714054	-0.441770227	-0.015576051
77	AF	cladetwo	0	Sapajus_robustus_7	Sapajus_robustus	76	-40.7	-17.067	1.382017043	2.033423755	1.826074803	3.22685757	2.499687083	2.195899652	2.201397124	2.394451681	2.33243846	2.413299764	2.33243846	3.009450896	2.247973266	1.491361694	1.716003344	2.651278014	2.064457989	2.462397998	2.064457989	1.864673036	-0.221848732	1.176091259	10.56571646	2.357614463	-0.367253763	-0.089642298	-0.180144598	0.150794599	0.026716924	0.087148698	-0.043584064	-0.106546964	-0.065734226	0.006783517	0.05980818	-0.001220793	0.170277516	-0.028107133	0.20590054	-0.03717519	0.220908715	-0.047511595	0.259097419	-0.12378546	0.181731473	0.009670104	0.146139557	0.018709813	0.109031703	0.025110226	0.070558928	0.031572724	0.016864551	0.034675207	-0.027935169	0.033218484	-0.032991415	0.004727606	0.009508773	0.005821163	0.097277181	-0.009457371	0.130795236	-0.023870175	-0.065076017	0.160200361	-0.481094206	-0.084015638	-0.440803237	-0.017099885
78	AF	cladetwo	0	Sapajus_xanthosternos_1	Sapajus_xanthosternos	77	-42.55	-19.7	1.369215857	2.075546961	1.799340549	3.296445794	2.506505032	2.127104798	2.271841607	2.399673721	2.31386722	2.409933123	2.31386722	3.059184618	2.328379603	1.079181246	1.897627091	2.797959644	1.633468456	2.656098202	1.633468456	1.897126521	-0.017728776	1.544068044	12.55276057	2.529940607	-0.370080687	-0.080745797	-0.219498256	0.16519281	0.023788154	0.093682576	-0.05648607	-0.096653877	-0.039057803	-0.008968495	0.068638881	-0.00756228	0.158948533	-0.020723315	0.192908453	-0.027515912	0.218653901	-0.047821719	0.245603144	-0.118525498	0.165720649	0.019150143	0.145328518	0.007897753	0.11432744	0.016666362	0.077753432	0.021136807	0.031298657	0.024244384	-0.008539597	0.019143571	-0.01437383	-0.003933101	0.024839188	-0.008381499	0.100619961	-0.015339314	0.131929067	-0.020160195	-0.080317365	0.193050518	-0.474198071	-0.075220339	-0.437806299	-0.028613582
79	AF	cladetwo	0	Sapajus_xanthosternos_2	Sapajus_xanthosternos	78	-38.867	-15.85	1.383815366	1.86332286	1.812913357	3.08170727	2.46834733	2.26245109	2.045322979	2.352182518	2.403120521	2.40654018	2.352182518	3.206825876	2.247973266	2.029383778	1.230448921	2.691081492	2.534026106	2.545307116	2.63447727	2.000070769	8.68E-04	0.301029996	11.16603469	2.412801941	-0.363605582	-0.083269437	-0.195991018	0.154377659	0.025207816	0.085712714	-0.05118953	-0.098144681	-0.053665993	-0.007008724	0.062666072	-0.004439581	0.165569929	-0.023025013	0.208470272	-0.036070028	0.22517664	-0.04441952	0.253568469	-0.116364652	0.17813808	0.013562268	0.145027249	0.016383659	0.107483428	0.022470217	0.070190041	0.028379822	0.020372364	0.025539264	-0.024354914	0.017932701	-0.028047244	-2.33E-04	0.01593122	-9.70E-04	0.098713743	-0.010547144	0.13297361	-0.015851429	-0.069853031	0.171185401	-0.482570128	-0.076839315	-0.44021149	-0.018361259
80	AF	cladetwo	0	Sapajus_xanthosternos_3	Sapajus_xanthosternos	79	-40.917	-13.917	1.380211242	2.004321374	1.851258349	3.13001195	2.484299839	2.214843848	2.149219113	2.397940009	2.340444115	2.404833717	2.340444115	2.767897616	2.103803721	0.477121255	1.919078092	2.499687083	1.278753601	2.356025857	1.278753601	1.656532268	-0.089909442	0.301029996	13.52331287	2.604415076	-0.3745647	-0.082064979	-0.209956472	0.155400164	0.00727825	0.089269074	-0.060324241	-0.094693299	-0.040350328	-0.012412241	0.077458727	-0.002976942	0.159447048	-0.022976833	0.194029471	-0.02930278	0.202790507	-0.034560459	0.228439256	-0.10562692	0.173207163	0.013509424	0.150514552	0.008406527	0.119349996	0.015673	0.085391603	0.02291613	0.037779857	0.025405987	-0.004438895	0.011468653	-0.005595615	-0.003494072	0.031762746	-0.006666263	0.105548567	-0.014911941	0.135136755	-0.019393913	-0.081358266	0.182942962	-0.480385101	-0.0771356	-0.451160879	-0.018775678
81	AF	cladetwo	0	Sapajus_xanthosternos_4	Sapajus_xanthosternos	80	-40.167	-10.45	1.367355921	2.012837225	1.851258349	3.163161375	2.488550717	2.214843848	2.158362492	2.383815366	2.365487985	2.392696953	2.326335861	2.889861721	2.008600172	1.322219295	1.544068044	2.426511261	1.959041392	2.401400541	2.298853076	1.707731951	-0.600326301	0.301029996	11.34328142	2.426640707	-0.363147305	-0.084720832	-0.198873989	0.152614075	0.022573589	0.08197679	-0.052649402	-0.098789088	-0.051860591	-0.006709393	0.062370899	4.51E-04	0.162972743	-0.027425451	0.205856085	-0.036055166	0.227321245	-0.053557516	0.254724364	-0.12007519	0.177452182	0.010545237	0.145373258	0.014818727	0.108045439	0.025283043	0.071509026	0.031090445	0.022457435	0.032477259	-0.022494041	0.021292409	-0.025141031	-0.001701769	0.017312716	0.005314001	0.096980195	-0.006004982	0.130918608	-0.015073438	-0.07120353	0.17228837	-0.483956653	-0.077530306	-0.436541242	-0.020508213
